BASVURU_ID,YIL,DÖNEM,BASVURU_TIPI,UYRUK,CINSIYET,PUAN,BASARI_DURUMU,KESIN_KAYIT_DURUMU
9548,2014,Bahar,Enstitu,TÜRKİYE,Kadın,66.64,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9550,2014,Bahar,Enstitu,TÜRKİYE,Erkek,76.25,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9553,2014,Bahar,Enstitu,TÜRKİYE,Erkek,60.67,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9557,2014,Bahar,Enstitu,TÜRKİYE,Erkek,70.75,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9562,2014,Bahar,Enstitu,TÜRKİYE,Kadın,72.79,Yedek,KESIN KAYIT YAPMADI
9562,2014,Bahar,Enstitu,TÜRKİYE,Kadın,76.25,Yedek,KESIN KAYIT YAPMADI
9574,2014,Bahar,Enstitu,TÜRKİYE,Erkek,68.11,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
9589,2014,Bahar,Enstitu,TÜRKİYE,Kadın,0.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9593,2014,Bahar,Enstitu,TÜRKİYE,Kadın,70.03,Yedek,KESIN KAYIT YAPMADI
9608,2014,Bahar,Enstitu,TÜRKİYE,Erkek,77.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9610,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,Kazandı,KESIN KAYIT YAPMADI
9614,2014,Bahar,Enstitu,TÜRKİYE,Erkek,61.11,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9615,2014,Bahar,Enstitu,TÜRKİYE,Kadın,0.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9615,2014,Bahar,Enstitu,TÜRKİYE,Kadın,23.75,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9616,2014,Bahar,Enstitu,TÜRKİYE,Kadın,63.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9620,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,Kazandı,KESIN KAYIT YAPMADI
9621,2014,Bahar,Enstitu,TÜRKİYE,Kadın,0.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9621,2014,Bahar,Enstitu,TÜRKİYE,Kadın,67.54,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9623,2014,Bahar,Enstitu,TÜRKİYE,Kadın,71.9,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9628,2014,Bahar,Enstitu,TÜRKİYE,Erkek,79.05,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9629,2014,Bahar,Enstitu,TÜRKİYE,Kadın,72.4,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9630,2014,Bahar,Enstitu,TÜRKİYE,Kadın,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9635,2014,Bahar,Enstitu,TÜRKİYE,Kadın,0.0,Kazandı,KESIN KAYIT YAPMADI
9640,2014,Bahar,Enstitu,TÜRKİYE,Erkek,73.64,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9647,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,Yedek,KESIN KAYIT YAPMADI
9648,2014,Bahar,Enstitu,TÜRKİYE,Kadın,71.0,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
9652,2014,Bahar,Enstitu,TÜRKİYE,Kadın,0.0,Yedek,KESIN KAYIT YAPMADI
9660,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,Yedek,KESIN KAYIT YAPMADI
9663,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,Yedek,KESIN KAYIT YAPMADI
9664,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9665,2014,Bahar,Enstitu,TÜRKİYE,Erkek,59.25,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9671,2014,Bahar,Enstitu,TÜRKİYE,Kadın,0.0,Yedek,KESIN KAYIT YAPMADI
9673,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9687,2014,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,Kazandı,KESIN KAYIT YAPMADI
9692,2014,Bahar,Enstitu,TÜRKİYE,Kadın,70.17,Kazandı,KESIN KAYIT YAPMADI
9701,2014,Bahar,Enstitu,TÜRKİYE,Erkek,61.39,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9705,2014,Bahar,Enstitu,TÜRKİYE,Erkek,80.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9715,2014,Bahar,Enstitu,TÜRKİYE,Erkek,55.14,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9723,2014,Bahar,Enstitu,TÜRKİYE,Kadın,37.5,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9725,2014,Bahar,Enstitu,TÜRKİYE,Erkek,67.15,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9754,2015,Güz,Enstitu,TÜRKİYE,Kadın,55.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9757,2014,Güz,Enstitu,TÜRKİYE,Kadın,55.78,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9759,2015,Güz,Enstitu,TÜRKİYE,Erkek,1.0,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
9762,2015,Güz,Enstitu,TÜRKİYE,Kadın,74.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9765,2015,Güz,Enstitu,TÜRKİYE,Erkek,1.0,Kazanamadı,KESIN KAYIT YAPMADI
9765,2015,Güz,Enstitu,TÜRKİYE,Erkek,58.25,Kazanamadı,KESIN KAYIT YAPMADI
9768,2014,Güz,Enstitu,TÜRKİYE,Kadın,63.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9773,2015,Güz,Enstitu,TÜRKİYE,Erkek,1.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9773,2015,Güz,Enstitu,TÜRKİYE,Erkek,77.66,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9777,2015,Güz,Enstitu,TÜRKİYE,Erkek,65.61,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9781,2015,Güz,Enstitu,TÜRKİYE,Erkek,22.5,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9781,2015,Güz,Enstitu,TÜRKİYE,Erkek,77.42,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9783,2015,Güz,Enstitu,TÜRKİYE,Kadın,73.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9786,2015,Güz,Enstitu,TÜRKİYE,Kadın,23.75,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9794,2014,Güz,Enstitu,TÜRKİYE,Erkek,55.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9797,2014,Güz,Enstitu,TÜRKİYE,Erkek,55.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9804,2014,Güz,Enstitu,TÜRKİYE,Erkek,77.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9807,2014,Güz,Enstitu,TÜRKİYE,Erkek,78.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9809,2014,Güz,Enstitu,TÜRKİYE,Kadın,75.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9811,2015,Güz,Enstitu,TÜRKİYE,Erkek,86.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9812,2015,Güz,Enstitu,TÜRKİYE,Erkek,47.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9814,2015,Güz,Enstitu,TÜRKİYE,Erkek,38.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9814,2015,Güz,Enstitu,TÜRKİYE,Erkek,64.8,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9820,2015,Güz,Enstitu,TÜRKİYE,Kadın,63.05,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9821,2013,Güz,Enstitu,TÜRKİYE,Erkek,55.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9827,2013,Güz,Enstitu,TÜRKİYE,Erkek,55.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9830,2015,Güz,Enstitu,TÜRKİYE,Kadın,1.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9832,2015,Güz,Enstitu,TÜRKİYE,Erkek,1.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9838,2015,Güz,Enstitu,TÜRKİYE,Erkek,65.25,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9840,2015,Güz,Enstitu,TÜRKİYE,Kadın,1.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9843,2015,Güz,Enstitu,TÜRKİYE,Erkek,64.0,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
9845,2015,Güz,Enstitu,TÜRKİYE,Kadın,1.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9846,2015,Güz,Enstitu,TÜRKİYE,Kadın,23.75,Kazandı,KESIN KAYIT YAPMADI
9852,2015,Güz,Enstitu,TÜRKİYE,Kadın,64.9,Yedek,KESIN KAYIT YAPMADI
9861,2015,Güz,Enstitu,TÜRKİYE,Erkek,68.39,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9869,2015,Güz,Enstitu,TÜRKİYE,Erkek,65.7,Kazandı,KESIN KAYIT YAPMADI
9870,2015,Güz,Enstitu,TÜRKİYE,Kadın,38.75,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9870,2015,Güz,Enstitu,TÜRKİYE,Kadın,67.23,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9873,2015,Güz,Enstitu,TÜRKİYE,Kadın,17.0,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
9874,2015,Güz,Enstitu,TÜRKİYE,Kadın,23.75,Kazanamadı,KESIN KAYIT YAPMADI
9876,2015,Güz,Enstitu,TÜRKİYE,Erkek,66.57,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9877,2015,Güz,Enstitu,TÜRKİYE,Erkek,63.7,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
9882,2015,Güz,Enstitu,TÜRKİYE,Erkek,77.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9884,2015,Güz,Enstitu,TÜRKİYE,Erkek,77.2,Kazandı,KESIN KAYIT YAPMADI
9885,2015,Güz,Enstitu,TÜRKİYE,Kadın,22.5,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9885,2015,Güz,Enstitu,TÜRKİYE,Kadın,78.8,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9890,2015,Güz,Enstitu,TÜRKİYE,Erkek,30.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9895,2015,Güz,Enstitu,TÜRKİYE,Kadın,66.09,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9898,2015,Güz,Enstitu,TÜRKİYE,Kadın,61.95,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9902,2015,Güz,Enstitu,TÜRKİYE,Erkek,1.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9909,2015,Güz,Enstitu,TÜRKİYE,Kadın,0.0,Kazanamadı,KESIN KAYIT YAPMADI
9909,2015,Güz,Enstitu,TÜRKİYE,Kadın,73.64,Kazanamadı,KESIN KAYIT YAPMADI
9910,2015,Güz,Enstitu,TÜRKİYE,Kadın,55.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9912,2015,Güz,Enstitu,TÜRKİYE,Kadın,68.8,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9913,2015,Güz,Enstitu,TÜRKİYE,Erkek,58.82,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9919,2015,Güz,Enstitu,TÜRKİYE,Erkek,62.68,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9922,2015,Güz,Enstitu,TÜRKİYE,Erkek,1.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9928,2015,Güz,Enstitu,TÜRKİYE,Kadın,33.75,Kazanamadı,KESIN KAYIT YAPMADI
9930,2015,Güz,Enstitu,TÜRKİYE,Kadın,73.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9935,2015,Güz,Enstitu,TÜRKİYE,Kadın,62.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9937,2015,Güz,Enstitu,TÜRKİYE,Erkek,56.51,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9938,2015,Güz,Enstitu,TÜRKİYE,Kadın,1.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9943,2015,Güz,Enstitu,TÜRKİYE,Kadın,1.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9944,2015,Güz,Enstitu,TÜRKİYE,Kadın,0.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9950,2015,Güz,Enstitu,TÜRKİYE,Kadın,57.86,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9952,2015,Güz,Enstitu,TÜRKİYE,Erkek,50.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
9960,2015,Güz,Enstitu,TÜRKİYE,Erkek,76.5,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9961,2015,Güz,Enstitu,TÜRKİYE,Erkek,54.77,Kazanamadı,KESIN KAYIT YAPMADI
9961,2015,Güz,Enstitu,TÜRKİYE,Erkek,72.77,Kazanamadı,KESIN KAYIT YAPMADI
9966,2015,Güz,Enstitu,TÜRKİYE,Kadın,70.02,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9967,2015,Güz,Enstitu,TÜRKİYE,Kadın,0.0,Kazandı,KESIN KAYIT YAPMADI
9970,2015,Güz,Enstitu,TÜRKİYE,Erkek,1.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9971,2015,Güz,Enstitu,TÜRKİYE,Erkek,1.0,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
9972,2015,Güz,Enstitu,TÜRKİYE,Erkek,73.54,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9975,2015,Güz,Enstitu,TÜRKİYE,Erkek,0.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9977,2015,Güz,Enstitu,TÜRKİYE,Kadın,57.86,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
9978,2015,Güz,Enstitu,TÜRKİYE,Erkek,79.5,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9982,2015,Güz,Enstitu,TÜRKİYE,Erkek,58.96,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9984,2015,Güz,Enstitu,TÜRKİYE,Erkek,72.9,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9988,2015,Güz,Enstitu,TÜRKİYE,Kadın,66.2,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9990,2015,Güz,Enstitu,TÜRKİYE,Erkek,71.09,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9993,2015,Güz,Enstitu,TÜRKİYE,Erkek,66.85,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9995,2015,Güz,Enstitu,TÜRKİYE,Kadın,65.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
9997,2015,Güz,Enstitu,TÜRKİYE,Kadın,1.0,Yedek,KESIN KAYIT YAPMADI
10001,2015,Güz,Enstitu,TÜRKİYE,Kadın,37.5,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10004,2015,Güz,Enstitu,TÜRKİYE,Erkek,78.65,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
10006,2015,Güz,Enstitu,TÜRKİYE,Erkek,67.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10010,2015,Güz,Enstitu,TÜRKİYE,Kadın,63.65,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10012,2015,Güz,Enstitu,TÜRKİYE,Erkek,1.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10012,2015,Güz,Enstitu,TÜRKİYE,Erkek,56.8,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10026,2015,Güz,Enstitu,TÜRKİYE,Erkek,82.4,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10028,2015,Güz,Enstitu,TÜRKİYE,Erkek,1.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10031,2015,Güz,Enstitu,TÜRKİYE,Erkek,1.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10035,2015,Güz,Enstitu,TÜRKİYE,Erkek,57.5,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10035,2015,Güz,Enstitu,TÜRKİYE,Erkek,75.59,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10040,2015,Güz,Enstitu,TÜRKİYE,Erkek,68.88,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10046,2015,Güz,Enstitu,TÜRKİYE,Erkek,1.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
10052,2015,Güz,Enstitu,TÜRKİYE,Erkek,55.97,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10052,2015,Güz,Enstitu,TÜRKİYE,Erkek,62.04,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10062,2015,Güz,Enstitu,TÜRKİYE,Erkek,33.75,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
10062,2015,Güz,Enstitu,TÜRKİYE,Erkek,61.4,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
10064,2015,Güz,Enstitu,TÜRKİYE,Erkek,38.75,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
10064,2015,Güz,Enstitu,TÜRKİYE,Erkek,78.27,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
10065,2015,Güz,Enstitu,TÜRKİYE,Kadın,1.0,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
10068,2015,Güz,Enstitu,TÜRKİYE,Kadın,1.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10069,2015,Güz,Enstitu,TÜRKİYE,Erkek,65.08,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10073,2015,Güz,Enstitu,TÜRKİYE,Kadın,33.7,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10075,2015,Güz,Enstitu,TÜRKİYE,Erkek,0.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10079,2015,Güz,Enstitu,TÜRKİYE,Kadın,71.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
10080,2015,Güz,Enstitu,TÜRKİYE,Kadın,71.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10090,2015,Güz,Enstitu,TÜRKİYE,Kadın,37.5,Yedek,KESIN KAYIT YAPMADI
10090,2015,Güz,Enstitu,TÜRKİYE,Kadın,70.09,Yedek,KESIN KAYIT YAPMADI
10095,2015,Güz,Enstitu,TÜRKİYE,Erkek,43.75,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10096,2015,Güz,Enstitu,TÜRKİYE,Erkek,1.0,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
10101,2015,Güz,Enstitu,TÜRKİYE,Kadın,33.75,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10108,2015,Güz,Enstitu,TÜRKİYE,Erkek,71.35,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10112,2015,Güz,Enstitu,TÜRKİYE,Erkek,1.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10121,2015,Güz,Enstitu,TÜRKİYE,Erkek,70.98,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10122,2015,Güz,Enstitu,TÜRKİYE,Erkek,78.23,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10123,2015,Güz,Enstitu,TÜRKİYE,Kadın,1.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10124,2015,Güz,Enstitu,TÜRKİYE,Erkek,11.25,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10126,2015,Güz,Enstitu,TÜRKİYE,Kadın,18.7,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10128,2015,Güz,Enstitu,TÜRKİYE,Erkek,1.0,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
10132,2015,Güz,Enstitu,TÜRKİYE,Kadın,1.0,Kazanamadı,KESIN KAYIT YAPMADI
10143,2015,Güz,Enstitu,TÜRKİYE,Kadın,63.96,Kazanamadı,KESIN KAYIT YAPMADI
10144,2015,Güz,Enstitu,TÜRKİYE,Kadın,69.72,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10146,2015,Güz,Enstitu,TÜRKİYE,Erkek,73.2,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
10152,2015,Güz,Enstitu,TÜRKİYE,Erkek,1.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
10155,2015,Güz,Enstitu,TÜRKİYE,Kadın,63.47,Kazandı,KESIN KAYIT YAPMADI
10160,2015,Güz,Enstitu,TÜRKİYE,Erkek,1.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10163,2015,Güz,Enstitu,TÜRKİYE,Kadın,1.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
10165,2015,Güz,Enstitu,TÜRKİYE,Erkek,69.5,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
10171,2015,Güz,Enstitu,TÜRKİYE,Erkek,73.8,Yedek,KESIN KAYIT YAPMADI
10172,2015,Güz,Enstitu,TÜRKİYE,Erkek,84.22,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
10177,2015,Güz,Enstitu,TÜRKİYE,Erkek,30.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10181,2015,Güz,Enstitu,TÜRKİYE,Kadın,36.2,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10186,2015,Güz,Enstitu,TÜRKİYE,Erkek,1.0,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
10190,2015,Güz,Enstitu,TÜRKİYE,Erkek,23.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10191,2015,Güz,Enstitu,TÜRKİYE,Erkek,70.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10193,2015,Güz,Enstitu,TÜRKİYE,Erkek,72.23,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10199,2015,Güz,Enstitu,TÜRKİYE,Erkek,1.0,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
10199,2015,Güz,Enstitu,TÜRKİYE,Erkek,62.83,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
10210,2015,Güz,Enstitu,TÜRKİYE,Erkek,27.5,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10213,2015,Güz,Enstitu,TÜRKİYE,Erkek,60.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10214,2015,Güz,Enstitu,TÜRKİYE,Erkek,58.25,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10215,2015,Güz,Enstitu,TÜRKİYE,Erkek,1.0,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
10216,2015,Güz,Enstitu,TÜRKİYE,Erkek,58.0,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
10220,2015,Güz,Enstitu,TÜRKİYE,Kadın,75.3,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10221,2015,Güz,Enstitu,TÜRKİYE,Erkek,78.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10222,2015,Güz,Enstitu,TÜRKİYE,Kadın,1.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10222,2015,Güz,Enstitu,TÜRKİYE,Kadın,59.2,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10224,2015,Güz,Enstitu,TÜRKİYE,Kadın,57.4,Kazanamadı (Başarı Notu Yetersiz),KESIN KAYIT YAPMADI
10227,2015,Güz,Enstitu,TÜRKİYE,Kadın,71.48,Yedek,KESIN KAYIT YAPMADI
10230,2015,Güz,Enstitu,TÜRKİYE,Kadın,55.7,Kazanamadı,KESIN KAYIT YAPMADI
10236,2015,Güz,Enstitu,TÜRKİYE,Erkek,1.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
10236,2015,Güz,Enstitu,TÜRKİYE,Erkek,66.2,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
10240,2015,Güz,Enstitu,TÜRKİYE,Erkek,1.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10240,2015,Güz,Enstitu,TÜRKİYE,Erkek,69.8,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10243,2015,Güz,Enstitu,TÜRKİYE,Erkek,1.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10243,2015,Güz,Enstitu,TÜRKİYE,Erkek,68.07,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10245,2015,Güz,Enstitu,TÜRKİYE,Kadın,1.0,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10255,2015,Güz,Enstitu,TÜRKİYE,Erkek,62.97,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10257,2015,Güz,Enstitu,TÜRKİYE,Erkek,81.25,Kazanamadı (Mülakat Notu Yetersiz),KESIN KAYIT YAPMADI
10258,2015,Güz,Enstitu,TÜRKİYE,Erkek,1.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
